"Actor","Source","ID","Title","Year","Rated","Type","Actors","Genre","Metascore","imdbRating","imdbVotes","tomatoMeter","tomatoRating","tomatoUserMeter","tomatoUserRating","tomatoUserReviews","BoxOffice","Production"
"Tom Cruise","Money","tt0407304","War of the Worlds","2005","PG-13","movie","Tom Cruise, Dakota Fanning, Miranda Otto, Justin Chatwin","Adventure, Sci-Fi, Thriller","73","6.5","330,847","74","7.0","42","2.9","32517792","$234.1M","Paramount Pictures"
"Tom Cruise","Money","tt0369339","Collateral","2004","R","movie","Tom Cruise, Jamie Foxx, Jada Pinkett Smith, Mark Ruffalo","Crime, Drama, Thriller","71","7.6","290,643","86","7.4","84","3.5","362656","$100.0M","Paramount Pictures"
"Tom Cruise","Money","tt0325710","The Last Samurai","2003","R","movie","Ken Watanabe, Tom Cruise, William Atherton, Chad Lindberg","Action, Drama, History","55","7.7","313,963","66","6.4","83","3.7","390813","$111.0M","Warner Bros. Pictures"
"Tom Cruise","Money","tt0181689","Minority Report","2002","PG-13","movie","Tom Cruise, Max von Sydow, Steve Harris, Neal McDonough","Action, Mystery, Sci-Fi","80","7.7","393,672","90","8.1","80","3.4","479455","$132.0M","Dreamworks"
"Tom Cruise","Money","tt0259711","Vanilla Sky","2001","R","movie","Tom Cruise, Penélope Cruz, Cameron Diaz, Kurt Russell","Fantasy, Mystery, Romance","45","6.9","204,840","42","5.3","72","3.0","297335","N/A","Paramount Pictures"
"Tom Cruise","Money","tt0120755","Mission: Impossible II","2000","PG-13","movie","Tom Cruise, Dougray Scott, Thandie Newton, Ving Rhames","Action, Adventure, Thriller","59","6.1","238,659","N/A","N/A","50","2.6","63","N/A","Vanguard"
"Tom Cruise","Money","tt0175880","Magnolia","1999","R","movie","Pat Healy, Genevieve Zweig, Mark Flannagan, Neil Flynn","Drama","77","8.0","239,160","84","7.5","89","3.7","191622","N/A","New Line Cinema"
"Tom Cruise","Money","tt5094696","Aimee Mann: Save Me","1999","N/A","movie","Jeremy Blackman, Tom Cruise, Henry Gibson, April Grace","Short, Music","N/A","7.1","50","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Tom Cruise","Money","tt0120663","Eyes Wide Shut","1999","R","movie","Tom Cruise, Nicole Kidman, Sydney Pollack, Marie Richardson","Drama, Mystery, Thriller","68","7.3","223,871","74","7.5","73","3.0","191017","N/A","Warner Bros. Pictures"
"Tom Cruise","Money","tt0116695","Jerry Maguire","1996","R","movie","Tom Cruise, Cuba Gooding Jr., Renée Zellweger, Kelly Preston","Comedy, Drama, Romance","77","7.3","188,293","85","7.4","79","3.3","441428","N/A","TriStar Pictures"
"Tom Cruise","Money","tt0117060","Mission: Impossible","1996","PG-13","movie","Tom Cruise, Jon Voight, Emmanuelle Béart, Henry Czerny","Action, Adventure, Thriller","59","7.1","296,799","63","6.0","71","3.3","865846","N/A","Paramount Pictures"
"Tom Cruise","Money","tt0110148","Interview with the Vampire: The Vampire Chronicles","1994","R","movie","Brad Pitt, Christian Slater, Virginia McCollam, John McConnell","Drama, Fantasy, Horror","59","7.6","237,720","61","5.9","86","3.7","446249","N/A","Warner Home Video"
"Tom Cruise","Money","tt0106918","The Firm","1993","R","movie","Tom Cruise, Jeanne Tripplehorn, Gene Hackman, Hal Holbrook","Drama, Mystery, Thriller","58","6.8","88,127","75","6.2","64","3.2","67439","N/A","Paramount Pictures"
"Tom Cruise","Money","tt0104257","A Few Good Men","1992","R","movie","Tom Cruise, Jack Nicholson, Demi Moore, Kevin Bacon","Drama, Thriller","62","7.6","180,410","81","7.0","89","3.6","324313","N/A","Columbia Pictures"
"Tom Cruise","Money","tt0104231","Far and Away","1992","PG-13","movie","Tom Cruise, Nicole Kidman, Thomas Gibson, Robert Prosky","Adventure, Drama, Romance","49","6.5","46,928","50","5.2","62","3.2","59561","N/A","Universal Pictures"
"Tom Cruise","Money","tt0099371","Days of Thunder","1990","PG-13","movie","Tom Cruise, Nicole Kidman, Robert Duvall, Randy Quaid","Action, Drama, Sport","60","5.9","59,821","39","4.8","60","3.0","132065","N/A","Paramount Home Video"
"Tom Cruise","Money","tt0096969","Born on the Fourth of July","1989","R","movie","Tom Cruise, Raymond J. Barry, Caroline Kava, Josh Evans","Biography, Drama, War","75","7.2","75,904","90","7.4","76","3.4","58843","N/A","Universal Pictures"
"Tom Cruise","Money","tt0095953","Rain Man","1988","R","movie","Dustin Hoffman, Tom Cruise, Valeria Golino, Gerald R. Molen","Adventure, Drama","65","8.0","380,947","90","7.9","90","3.8","312721","N/A","MGM"
"Tom Cruise","Money","tt0094889","Cocktail","1988","R","movie","Tom Cruise, Bryan Brown, Elisabeth Shue, Lisa Banes","Comedy, Drama, Romance","12","5.8","59,673","5","3.9","58","3.0","106691","N/A","Touchstone Pictures"
"Tom Cruise","Money","tt0090863","The Color of Money","1986","R","movie","Paul Newman, Tom Cruise, Mary Elizabeth Mastrantonio, Helen Shaver","Drama, Sport","N/A","7.0","57,321","90","7.2","73","3.4","45548","N/A","Touchstone Pictures"
"Tom Cruise","Money","tt0092099","Top Gun","1986","PG","movie","Tom Cruise, Kelly McGillis, Val Kilmer, Anthony Edwards","Action, Drama, Romance","N/A","6.9","217,322","55","5.8","83","3.5","723211","N/A","Paramount Pictures"
"Tom Cruise","Money","tt0089469","Legend","1985","PG","movie","Tom Cruise, Mia Sara, Tim Curry, David Bennent","Adventure, Fantasy, Romance","N/A","6.5","45,173","48","5.1","73","3.5","101107","N/A","Universal Pictures"
"Tom Cruise","Money","tt0085154","All the Right Moves","1983","R","movie","Tom Cruise, Craig T. Nelson, Lea Thompson, Charles Cioffi","Drama, Romance, Sport","62","5.9","12,186","53","4.9","39","2.9","12356","N/A","Twentieth Century Fox Home Entertainment"
"Tom Cruise","Money","tt0086200","Risky Business","1983","R","movie","Tom Cruise, Rebecca De Mornay, Joe Pantoliano, Richard Masur","Comedy, Crime, Drama","75","6.8","59,756","96","7.4","72","3.3","70388","N/A","Warner Bros."
"Tom Cruise","Money","tt0085868","Losin' It","1983","R","movie","Tom Cruise, Jackie Earle Haley, John Stockwell, John P. Navin Jr.","Comedy, Drama, Family","51","4.8","3,077","22","4.1","30","2.7","4176","N/A","Embassy"
"Tom Cruise","Money","tt0086066","The Outsiders","1983","PG-13","movie","C. Thomas Howell, Matt Dillon, Ralph Macchio, Patrick Swayze","Crime, Drama","38","7.2","56,622","65","6.1","82","3.6","137443","N/A","Warner Bros. Pictures"
"Tom Cruise","Money","tt0083169","Taps","1981","PG","movie","George C. Scott, Timothy Hutton, Ronny Cox, Sean Penn","Drama","N/A","6.7","12,819","75","6.1","67","3.4","9539","N/A","20th Century Fox Film Corporation"
"Tom Cruise","Money","tt0082329","Endless Love","1981","R","movie","Brooke Shields, Martin Hewitt, Shirley Knight, Don Murray","Drama, Romance","N/A","4.7","5,376","25","4.2","54","3.2","7171","N/A","Universal"
"Elizabeth Banks","Money","tt4765284","Pitch Perfect 3","2017","N/A","movie","Hailee Steinfeld, Anna Kendrick, Elizabeth Banks, Brittany Snow","Comedy","N/A","N/A","N/A","N/A","N/A","N/A","N/A","987","N/A","Universal Pictures"
"Elizabeth Banks","Money","tt3717490","Power Rangers","2017","N/A","movie","Bryan Cranston, Elizabeth Banks, David Denman, Naomi Scott","Action, Adventure, Fantasy","N/A","N/A","N/A","N/A","N/A","N/A","N/A","7153","N/A","Lionsgate Films"
"Elizabeth Banks","Money","tt5178234","Rita Hayworth with a Hand Grenade","2017","N/A","movie","Elizabeth Banks, Yôsuke Kubozuka","Drama, War","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Elizabeth Banks","Money","tt5343078","The LEGO Movie 4D: A New Adventure","2016","N/A","movie","Elizabeth Banks, Alison Brie, Charlie Day, A.J. LoCascio","Animation, Short","N/A","6.1","18","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Elizabeth Banks","Money","tt3906560","Moonbeam City","2015","TV-14","series","Elizabeth Banks, Will Forte, Rob Lowe, Kate Mara","Animation, Action, Comedy","N/A","6.8","1,265","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Elizabeth Banks","Money","tt5349136","Uber for Jen","2015","N/A","movie","Elizabeth Banks, Beck Bennett, Michael Patrick O'Brien, Jon Rudnitsky","Short, Comedy","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Elizabeth Banks","Money","tt1951266","The Hunger Games: Mockingjay - Part 2","2015","PG-13","movie","Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson","Adventure, Sci-Fi","65","6.6","154,522","70","6.5","66","3.6","200161","N/A","Lionsgate Films"
"Elizabeth Banks","Money","tt4656392","Lego Dimensions","2015","N/A","game","Will Arnett, Sean Astin, Dan Aykroyd, Laura Bailey","Action, Adventure, Comedy","N/A","8.4","106","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Elizabeth Banks","Money","tt4651824","The Muppets.","2015–2016","TV-PG","series","Dave Goelz, Eric Jacobson, Bill Barretta, Peter Linz","Comedy","N/A","7.6","4,005","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Elizabeth Banks","Money","tt4341500","Wet Hot American Summer: First Day of Camp","2015","TV-MA","series","Marguerite Moreau, Zak Orth, Paul Rudd, Michael Showalter","Comedy","N/A","7.5","15,573","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Elizabeth Banks","Money","tt2268016","Magic Mike XXL","2015","R","movie","Channing Tatum, Juan Piedrahita, Sharon Blackwood, Alison Faulk","Comedy, Drama, Music","60","5.7","36,988","63","5.9","57","3.4","34525","N/A","Warner Bros. Pictures"
"Elizabeth Banks","Money","tt2848292","Pitch Perfect 2","2015","PG-13","movie","Anna Kendrick, Rebel Wilson, Hailee Steinfeld, Brittany Snow","Comedy, Music","63","6.5","94,622","66","6.0","65","3.6","78101","N/A","Universal Pictures"
"Elizabeth Banks","Money","tt4550280","Resident Advisors","2015–","TV-14","series","Andrew Bachelor, Jamie Chung, Brigitte the Dog, Juliette Goglia","Comedy","N/A","7.2","474","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Elizabeth Banks","Money","tt1442437","Modern Family","2009–","TV-PG","series","Ed O'Neill, Sofía Vergara, Julie Bowen, Ty Burrell","Comedy","N/A","8.6","239,787","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Elizabeth Banks","Money","tt1951265","The Hunger Games: Mockingjay - Part 1","2014","PG-13","movie","Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson","Adventure, Sci-Fi, Thriller","64","6.7","297,768","65","6.3","72","3.8","245845","N/A","Lionsgate Films"
"Elizabeth Banks","Money","tt0903657","Love & Mercy","2014","PG-13","movie","Paul Dano, John Cusack, Elizabeth Banks, Paul Giamatti","Biography, Drama, Music","80","7.4","21,891","91","7.7","86","4.0","19008","N/A","Roadside Attractions"
"Elizabeth Banks","Money","tt0852863","Phineas and Ferb","2007–2015","TV-G","series","Vincent Martella, Thomas Brodie-Sangster, Dan Povenmire, Ashley Tisdale","Animation, Action, Comedy","N/A","8.0","20,203","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Elizabeth Banks","Money","tt2463288","Walk of Shame","2014","R","movie","Elizabeth Banks, James Marsden, Gillian Jacobs, Sarah Wright","Comedy","25","6.0","40,027","12","3.7","38","3.0","13989","N/A","Focus Features"
"Elizabeth Banks","Money","tt1706598","Every Secret Thing","2014","R","movie","Diane Lane, Elizabeth Banks, Dakota Fanning, Danielle Macdonald","Crime, Drama, Mystery","46","6.1","3,727","29","5.2","33","2.9","2510","$97.0k","Starz Digital Media"
"Elizabeth Banks","Money","tt1490017","The Lego Movie","2014","PG","movie","Will Arnett, Elizabeth Banks, Craig Berry, Alison Brie","Animation, Action, Adventure","83","7.8","243,493","96","8.2","87","4.3","218254","N/A","Warner Bros. Pictures"
"Elizabeth Banks","Money","tt3125220","Little Accidents","2014","N/A","movie","Elizabeth Banks, Boyd Holbrook, Jacob Lofland, Josh Lucas","Drama","56","5.8","2,555","53","6.3","29","2.9","3533","$5.5M","Amplify Films"
"Elizabeth Banks","Money","tt3673018","Face in the Crowd","2013","N/A","movie","Elizabeth Banks, Louisiana Kidd Helnwein","Short, Drama","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Elizabeth Banks","Money","tt3502544","Timms Valley","2013","N/A","movie","Hank Azaria, Maria Bamford, Elizabeth Banks, Lance Barber","Animation, Comedy","N/A","7.8","19","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Elizabeth Banks","Money","tt1951264","The Hunger Games: Catching Fire","2013","PG-13","movie","Jennifer Lawrence, Liam Hemsworth, Jack Quaid, Taylor St. Clair","Adventure, Sci-Fi, Thriller","76","7.6","493,490","89","7.5","89","4.3","422374","$424.6M","Lionsgate Films"
"Elizabeth Banks","Money","tt1333125","Movie 43","2013","R","movie","Dennis Quaid, Greg Kinnear, Common, Charlie Saxton","Comedy","18","4.3","78,093","4","2.2","24","2.1","34986","$8.7M","Relativity Media"
"Elizabeth Banks","Money","tt0437745","Robot Chicken","2005–","TV-MA","series","Seth Green, Matthew Senreich, Breckin Meyer","Animation, Comedy","N/A","7.8","32,585","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Elizabeth Banks","Money","tt0182576","Family Guy","1999–","TV-14","series","Seth MacFarlane, Alex Borstein, Seth Green, Mila Kunis","Animation, Comedy","N/A","8.3","235,897","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Elizabeth Banks","Money","tt1981677","Pitch Perfect","2012","PG-13","movie","Anna Kendrick, Skylar Astin, Ben Platt, Brittany Snow","Comedy, Music, Romance","66","7.2","210,396","80","6.4","83","4.1","125341","$61.1M","Universal Studios"
"Elizabeth Banks","Money","tt1716777","People Like Us","2012","PG-13","movie","Chris Pine, Elizabeth Banks, Michael Hall D'Addario, Michelle Pfeiffer","Drama","49","7.1","33,934","54","5.7","62","3.5","31777","$12.4M","Dreamworks Pictures"
"Elizabeth Banks","Money","tt0496424","30 Rock","2006–2013","TV-14","series","Tina Fey, Tracy Morgan, Jack McBrayer, Scott Adsit","Comedy","N/A","8.2","91,323","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Elizabeth Banks","Money","tt1586265","What to Expect When You're Expecting","2012","PG-13","movie","Cameron Diaz, Jennifer Lopez, Elizabeth Banks, Chace Crawford","Comedy, Drama, Romance","41","5.7","56,677","22","4.4","47","3.2","189297","$41.1M","Lionsgate Films"
"Elizabeth Banks","Money","tt1392170","The Hunger Games","2012","PG-13","movie","Stanley Tucci, Wes Bentley, Jennifer Lawrence, Willow Shields","Adventure, Drama, Sci-Fi","68","7.3","695,328","84","7.2","81","4.1","900124","$408.0M","Lionsgate"
"Elizabeth Banks","Money","tt1568338","Man on a Ledge","2012","PG-13","movie","Sam Worthington, Mandy Gonzalez, William Sadler, Barbara Marineau","Action, Crime, Thriller","40","6.6","124,015","31","4.8","52","3.3","40968","$18.4M","Summit Entertainment"
"Elizabeth Banks","Money","tt2084865","Just a Little Heart Attack","2011","N/A","movie","Elizabeth Banks, Colin Egglesfield, Jacob Hopkins, Abigail Zoe Lewis","Short","N/A","7.2","44","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Elizabeth Banks","Money","tt1637706","Our Idiot Brother","2011","R","movie","Paul Rudd, Nick Sullivan, Francesca Papalia, Bob Stephenson","Comedy, Drama","60","6.4","74,034","68","6.2","51","3.2","40481","$24.6M","The Weinstein Company"
"Elizabeth Banks","Money","tt1433207","The Details","2011","R","movie","Tobey Maguire, Gary Schwartz, José Gandara, Elizabeth Banks","Comedy, Drama","56","6.2","7,007","46","5.4","34","2.9","6380","$63.6k","The Weinstein Company"
"Elizabeth Banks","Money","tt1458175","The Next Three Days","2010","PG-13","movie","Russell Crowe, Elizabeth Banks, Michael Buie, Moran Atias","Crime, Drama, Romance","52","7.4","145,039","52","5.9","66","3.5","51249","$21.1M","Lionsgate"
"Elizabeth Banks","Money","tt1442014","Big Breaks","2009","N/A","movie","Amanda Young, Elizabeth Banks, Vanessa Britting, Joseph Gordon-Levitt","Short, Comedy","N/A","6.3","74","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Elizabeth Banks","Money","tt0285403","Scrubs","2001–2010","TV-14","series","Donald Faison, John C. McGinley, Ken Jenkins, Zach Braff","Comedy, Drama","N/A","8.4","190,479","N/A","N/A","N/A","N/A","2","N/A","N/A"
"Elizabeth Banks","Money","tt0815245","The Uninvited","2009","PG-13","movie","Emily Browning, Arielle Kebbel, David Strathairn, Elizabeth Banks","Drama, Horror, Mystery","43","6.4","60,658","32","4.5","49","2.7","659012","$28.6M","DreamWorks/Paramount Studios"
"Elizabeth Banks","Money","tt0397306","American Dad!","2005–","TV-14","series","Seth MacFarlane, Wendy Schaal, Dee Bradley Baker, Scott Grimes","Animation, Comedy","N/A","7.5","82,840","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Elizabeth Banks","Money","tt0430922","Role Models","2008","R","movie","Seann William Scott, Paul Rudd, Christopher Mintz-Plasse, Bobb'e J. Thompson","Comedy","61","6.9","193,735","78","6.5","74","3.6","278001","$67.3M","Universal Pictures"
"Elizabeth Banks","Money","tt1175491","W.","2008","PG-13","movie","Josh Brolin, Colin Hanks, Toby Jones, Dennis Boutsikaris","Biography, Drama, History","56","6.4","40,749","59","6.0","42","3.0","109457","$25.5M","Lionsgate"
"Elizabeth Banks","Money","tt1007028","Zack and Miri Make a Porno","2008","R","movie","Elizabeth Banks, Seth Rogen, Craig Robinson, Gerry Bednob","Comedy, Romance","56","6.6","148,906","65","6.1","66","3.5","236427","$31.4M","The Weinstein Company"
"Elizabeth Banks","Money","tt1150947","Lovely, Still","2008","PG","movie","Martin Landau, Ellen Burstyn, Elizabeth Banks, Adam Scott","Drama, Romance","57","7.3","1,534","71","5.6","75","3.7","1597","$0.1M","Monterey Media"
"Elizabeth Banks","Money","tt1137992","Wainy Days","2007–","N/A","series","David Wain","Comedy, Romance","N/A","7.7","440","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Elizabeth Banks","Money","tt0765476","Meet Dave","2008","PG","movie","Eddie Murphy, Elizabeth Banks, Gabrielle Union, Scott Caan","Adventure, Comedy, Family","43","4.9","31,287","20","4.1","35","3.0","159753","$11.6M","20th Century Fox"
"Elizabeth Banks","Money","tt0832266","Definitely, Maybe","2008","PG-13","movie","Ryan Reynolds, An Nguyen, Matthew Mason, Rick Derby","Comedy, Drama, Romance","59","7.2","126,942","71","6.5","71","3.5","139689","$32.0M","Universal Pictures"
"Elizabeth Banks","Money","tt0783328","Comanche Moon","2008","N/A","series","Steve Zahn, Ryan Merriman, Keith Robinson, Wes Studi","Drama, Western","N/A","7.3","2,212","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Elizabeth Banks","Money","tt0486583","Fred Claus","2007","PG","movie","Vince Vaughn, Paul Giamatti, John Michael Higgins, Miranda Richardson","Comedy, Family, Fantasy","42","5.6","31,365","21","4.2","45","3.0","371354","$72.0M","Warner Bros. Pictures"
"Elizabeth Banks","Money","tt0790623","Meet Bill","2007","R","movie","Aaron Eckhart, Jessica Alba, Elizabeth Banks, Logan Lerman","Comedy, Drama","30","6.3","17,573","21","3.8","44","3.1","8137","N/A","First Look"
"Elizabeth Banks","Money","tt0413300","Spider-Man 3","2007","PG-13","movie","Tobey Maguire, Kirsten Dunst, James Franco, Thomas Haden Church","Action, Adventure","59","6.2","376,469","63","6.2","51","3.3","2262620","$336.5M","Sony Pictures"
"Elizabeth Banks","Money","tt0445990","Invincible","2006","PG","movie","Mark Wahlberg, Greg Kinnear, Elizabeth Banks, Kevin Conway","Biography, Drama, Sport","63","7.1","50,997","71","6.4","73","3.6","87260","$57.8M","Buena Vista"
"Elizabeth Banks","Money","tt0439815","Slither","2006","R","movie","Don Thompson, Nathan Fillion, Gregg Henry, Xantha Radley","Comedy, Horror, Sci-Fi","69","6.5","61,309","86","6.9","62","3.2","102163","$7.8M","Universal Pictures"
"Elizabeth Banks","Money","tt0339642","Daltry Calhoun","2005","PG-13","movie","Elizabeth Banks, Johnny Knoxville, Beth Grant, Laura Cayouette","Comedy, Drama, Music","30","5.2","2,009","7","3.6","39","2.6","20745","N/A","Miramax Films"
